Pod,Date
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2012/1/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/10/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/12/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2013/1/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2012/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
1,2013/11/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/12/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/10/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/5/1
2,2013/5/1
2,2013/5/1
2,2013/5/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/2/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2013/3/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/11/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2012/12/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/1/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
2,2013/11/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2013/3/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/10/1
3,2012/10/1
3,2012/10/1
3,2012/10/1
3,2012/10/1
3,2012/10/1
3,2012/10/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/1/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2013/2/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/11/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2012/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
3,2013/12/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/12/1
4,2013/12/1
4,2013/12/1
4,2013/12/1
4,2013/12/1
4,2013/12/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
4,2013/11/1
